mes_referencia,loja,faturamento_liquido_mensal,FAT_BRUTO_POS_MES,TOTAL_DESCONTOS_POS,TOTAL_REG_NEG_VALOR,QTD_TRANSACOES,QTD_REG_NEG,QTD_ALTO_VALOR,QTD_INCONSIST_FINANCEIRA,TICKET_MEDIO_POS,TICKET_MEDIano_POS,TAXA_REG_NEG_PCT,TAXA_DESCONTO_PCT,PCT_QTD_REG_NEG,PCT_QTD_ALTO_VALOR,PCT_INCONSIST_FINANCEIRA
2022-04-01,LOJA_003,6356634.25,6506911.110000001,0.0,-150276.86000000002,12144,227,112,227,546.065047834844,359.0,2.309496125881455,0.0,1.8692358366271409,0.922266139657444,1.8692358366271409
2022-05-01,LOJA_003,8273692.08,8435116.030000001,0.0,-161423.95,15272,270,153,270,562.266099853353,369.0,1.9137134501278457,0.0,1.7679413305395495,1.001833420639078,1.7679413305395495
2022-06-01,LOJA_003,6819407.84,6911131.56,0.0,-91723.72,11662,131,113,131,599.4042983521249,388.44,1.3271881630914866,0.0,1.12330646544332,0.9689590121762992,1.12330646544332
2022-07-01,LOJA_003,7676416.7,7832223.890000001,0.0,-155807.19,13251,230,100,230,601.5070954611781,369.0,1.9893097054966848,0.0,1.735718059014414,0.7546600256584409,1.735718059014414
2022-08-01,LOJA_003,7293279.0,7398885.21,0.0,-105606.21,13120,182,111,182,571.8724076364199,369.0,1.4273259687454998,0.0,1.3871951219512195,0.8460365853658537,1.3871951219512195
2022-09-01,LOJA_003,6175274.54,6312868.669999999,0.0,-137594.13,11296,197,86,197,568.7781484818452,349.0,2.179581695622381,0.0,1.7439801699716713,0.7613314447592068,1.7439801699716713
2022-10-01,LOJA_003,6900950.94,7030111.32,0.0,-129160.38,12845,190,101,190,555.5204519952588,334.75,1.8372451604365203,0.0,1.479174776177501,0.7862981704943558,1.479174776177501
2022-11-01,LOJA_003,8314160.4,8446273.42,0.0,-132113.02,14781,201,103,201,579.3054471879286,349.0,1.5641575098334903,0.0,1.3598538664501725,0.6968405385291929,1.3598538664501725
2022-12-01,LOJA_003,8281996.12,8444380.79,0.0,-162384.66999999998,14714,226,149,226,582.8936833022709,339.0,1.9229908508187965,0.0,1.5359521544107653,1.01264102215577,1.5359521544107653
2023-01-01,LOJA_003,7396610.01,7520550.06,0.0,-123940.05000000002,13494,193,122,193,565.4123795203369,330.3,1.64801841635504,0.0,1.430265303097673,0.904105528382985,1.430265303097673
2023-02-01,LOJA_003,6183992.66,6287158.21,0.0,-103165.55,11515,148,123,148,553.106203043899,329.0,1.6408931754876264,0.0,1.2852800694745985,1.068171949630916,1.2852800694745985
2023-03-01,LOJA_003,7144957.51,7261876.83,0.0,-116919.32,12436,171,155,171,592.081274357929,353.7,1.6100427305099307,0.0,1.3750402058539724,1.2463814731424894,1.3750402058539724
2023-04-01,LOJA_003,6223365.88,6320447.32,0.0,-97081.44,11580,162,114,162,553.5511753371869,339.0,1.53599001913681,0.0,1.3989637305699485,0.9844559585492229,1.3989637305699485
2023-05-01,LOJA_003,9285184.88,9408737.42,0.0,-123552.54,16852,187,146,187,564.580703270327,349.09,1.313168116875771,0.0,1.1096605744125323,0.866366009969143,1.1096605744125323
2023-06-01,LOJA_003,7897667.14,8063140.3,0.0,-165473.15999999997,13992,281,147,281,588.0782072788272,359.0,2.05221729801725,0.0,2.008290451686678,1.0506003430531732,2.008290451686678
2023-07-01,LOJA_003,9289856.38,9417081.61,0.0,-127225.23,15318,193,191,193,622.6581334303094,403.83,1.3510048576503737,0.0,1.259955607781695,1.2468990729860294,1.259955607781695
2023-08-01,LOJA_003,7282099.7,7404621.969999999,0.0,-122522.27,12538,192,132,192,599.758785841568,399.0,1.6546728583363457,0.0,1.5313447120752912,1.0527994895517625,1.5313447120752912
2023-09-01,LOJA_003,6773131.72,6889925.579999999,0.0,-116793.86000000002,12736,183,117,183,548.8668509519636,338.0,1.6951396447449003,0.0,1.4368718592964824,0.9186557788944724,1.4368718592964824
2022-01-01,LOJA_004,3142394.0900000003,4250855.18,783620.8400000001,-324840.25,35291,1422,69,1422,102.40214832097816,30.0,7.641762333573547,18.434428057838478,4.029355926440169,0.1955172706922444,4.029355926440169
2022-02-01,LOJA_004,2419355.36,2739589.1,134326.14,-185907.6,25881,770,79,770,103.77466480780718,15.99,6.78596655242934,4.903149162040395,2.975155519493065,0.3052432286233144,2.975155519493065
2022-03-01,LOJA_004,2885525.43,3259745.89,165574.01,-208646.44999999995,28901,812,71,812,110.16384377113968,15.99,6.400696773330389,5.079353286645297,2.809591363620636,0.245666239922494,2.809591363620636
2022-04-01,LOJA_004,3110050.86,3493644.3900000006,174921.91999999998,-208671.61,29347,791,109,791,116.2180441938647,29.99,5.9728921065145935,5.006861044606774,2.6953351279517497,0.3714178621324155,2.6953351279517497
2022-05-01,LOJA_004,3182532.73,3620419.83,171642.05000000002,-266245.05,28919,979,92,979,123.435138869005,30.0,7.353982756193221,4.740943262372972,3.3853176112590337,0.3181299491683668,3.3853176112590337
2022-06-01,LOJA_004,2902351.3000000003,3280721.46,161532.72,-216837.43999999997,26154,788,119,788,122.96730820783723,20.0,6.609443765457613,4.923695046028078,3.012923453391451,0.4549973235451556,3.012923453391451
2022-07-01,LOJA_004,4016584.2,4991410.33,749428.3600000001,-225397.76999999996,41679,857,126,857,103.91411420312576,19.99,4.515713097063689,15.01436088104582,2.0561913673552628,0.3023105160872382,2.0561913673552628
2022-08-01,LOJA_004,3102829.8000000003,3562446.37,186138.11,-273478.4599999999,29858,952,213,952,116.80302566941118,19.99,7.676703916247303,5.225008060963455,3.1884252126733204,0.7133766494741778,3.1884252126733204
2022-09-01,LOJA_004,3184944.94,3630253.71,233684.31,-211624.46,35405,798,214,798,98.1468893576444,15.0,5.8294674947112695,6.4371343897063324,2.253918938003107,0.6044344019206327,2.253918938003107
2022-10-01,LOJA_004,3582766.54,4053550.57,226450.56,-244333.46999999997,42258,931,253,931,92.6053187988482,15.0,6.027640849192611,5.586474279510469,2.203133134554404,0.5987032041270292,2.203133134554404
2022-11-01,LOJA_004,3887440.36,4523611.92,422823.96,-213347.6,45651,802,321,802,91.43543802537404,15.0,4.716310854535019,9.34704319198098,1.7568070798010995,0.703160938424131,1.7568070798010995
2022-12-01,LOJA_004,6622087.61,7543853.91,415126.92,-506639.37999999983,71909,1932,559,1932,101.87242936965002,19.99,6.715922472045854,5.502849404993316,2.686729060340152,0.7773713999638432,2.686729060340152
2023-01-01,LOJA_004,4298811.24,5657252.87,990808.99,-367632.64,44039,1347,214,1347,109.3048786657922,19.99,6.498430394538825,17.51395973926122,3.0586525579599897,0.4859329230908967,3.0586525579599897
2023-02-01,LOJA_004,3029599.45,3359312.7399999998,121135.77000000002,-208577.52,26769,751,312,751,124.45910408178952,20.0,6.208934271478398,3.60596882087257,2.8054839553214537,1.1655272890283537,2.8054839553214537
2023-03-01,LOJA_004,3368878.97,3736109.22,123172.68,-244057.56999999995,30029,850,564,850,123.8197518763494,19.99,6.532399232161633,3.296816895518916,2.830597089480169,1.8781844217256651,2.830597089480169
2023-04-01,LOJA_004,4317262.07,4731790.029999999,173834.32,-240693.64,36473,860,721,860,127.98572740291466,19.99,5.08673543149589,3.6737538837918393,2.3579085899158283,1.9768047596852467,2.3579085899158283
2023-05-01,LOJA_004,4265863.72,4787800.989999999,170546.88,-351390.39,34829,1165,784,1165,137.15702560598857,29.99,7.339285628912492,3.5621129691106903,3.344913721324184,2.2509977317752448,3.344913721324184
2023-06-01,LOJA_004,4414825.43,4900379.98,195539.93,-290014.6199999999,39220,986,670,986,123.05382774493904,19.99,5.918206775467234,3.990301380669668,2.514023457419684,1.7083120856705762,2.514023457419684
2023-07-01,LOJA_004,5639469.76,6869555.09,957594.9,-272490.42999999993,54728,981,479,981,109.99609634026083,19.99,3.966638689551581,13.939693145396989,1.7925010963309458,0.8752375383715831,1.7925010963309458
2023-08-01,LOJA_004,4041340.42,4515980.969999999,149418.76,-325221.7899999999,35101,1058,770,1058,128.26608142643124,29.99,7.2015757409181465,3.308666732490683,3.01415914076522,2.193669696020057,3.01415914076522
2023-09-01,LOJA_004,4733006.89,5192460.399999999,174174.44,-285279.06999999995,44497,995,888,995,115.35759183485814,19.99,5.494101986796085,3.3543720429721526,2.2361058048857227,1.9956401555161023,2.2361058048857227
2022-01-01,LOJA_005,4467911.76,8403518.9,3643344.1,-292263.04,9901,445,95,0,503.4025803722505,344.0,3.477864969161906,43.354981923108426,4.494495505504494,0.9594990405009596,0.0
2022-02-01,LOJA_005,4398800.29,8259288.33,3505955.0700000003,-354532.97,9413,496,115,0,533.064176292475,341.0,4.292536545942331,42.44863394907053,5.269308403272071,1.2217146499521938,0.0
2022-03-01,LOJA_005,4619389.65,8580060.19,3618798.02,-341872.52,9264,481,125,0,564.8710201525674,370.4,3.984500253255216,42.17683722332955,5.192141623488774,1.3493091537132988,0.0
2022-04-01,LOJA_005,4413858.52,8241106.9,3454583.94,-372665.44,8989,449,127,1,560.4828992974237,349.0,4.52203137906147,41.91893130278409,4.994993881410613,1.4128379130047837,0.0111247079764156
2022-05-01,LOJA_005,4882373.59,9475903.569999998,4117279.21,-476250.77,9908,617,170,0,576.7543170810462,372.0,5.025914061723616,43.4499905954615,6.227291077916835,1.7157852240613645,0.0
2022-06-01,LOJA_005,4153858.39,8197987.15,3643752.21,-400376.55,8931,531,103,0,542.1708261904761,337.0,4.883839687404243,44.44691292300939,5.945582801477998,1.153286306124734,0.0
2022-07-01,LOJA_005,4799758.1,9851485.21,4468976.5,-582750.6099999999,11240,836,54,0,517.3499336793542,368.0,5.9153579138348,45.36347976712844,7.437722419928826,0.4804270462633452,0.0
2022-08-01,LOJA_005,4977060.75,11364768.86,5205876.42,-1181831.69,12621,1454,104,0,551.5261431002059,395.0,10.39908250276548,45.80714737035136,11.520481736787891,0.8240234529752,0.0
2022-09-01,LOJA_005,4303165.44,8425866.85,3710681.33,-412020.08,9671,630,54,0,521.5336268111934,360.65,4.889942926169074,44.03916411282953,6.514321166373695,0.5583703856891737,0.0
2022-10-01,LOJA_005,4457015.11,8699321.409999998,3829936.35,-412369.95,9768,611,67,0,531.7664147646609,369.0,4.740254217138991,44.02569084983377,6.255118755118755,0.685913185913186,0.0
2022-11-01,LOJA_005,5883011.99,13609315.59,7300405.39,-425898.21,14264,708,61,0,465.3961493065802,320.0,3.1294608989223973,53.64270775941349,4.963544587773416,0.4276500280426248,0.0
2022-12-01,LOJA_005,5359546.14,10242502.76,4391792.14,-491164.48,11923,695,70,0,521.082171357321,360.845,4.7953560912684585,42.87811527033457,5.829069864966871,0.5871005619391092,0.0
2023-01-01,LOJA_005,5471567.17,10781970.63,4814752.07,-495651.39,12125,705,67,0,522.5235166374781,350.0,4.597038955206281,44.65558509873256,5.814432989690721,0.5525773195876289,0.0
2023-02-01,LOJA_005,4944178.09,9613725.08,4297128.1,-372418.89,10855,574,44,0,517.128390234413,350.0,3.873825045972711,44.69784671645717,5.287885766927683,0.4053431598341778,0.0
2023-03-01,LOJA_005,5322784.89,10450172.71,4623619.5600000005,-503769.26,11110,685,87,1,558.9020767386091,378.83,4.820678796226326,44.24443201379396,6.165616561656165,0.7830783078307831,0.009000900090009
2023-04-01,LOJA_005,4657360.13,9424474.8,4329281.01,-437833.66,9225,554,92,0,587.6131691846384,399.5,4.645708851595634,45.93657579730596,6.005420054200542,0.997289972899729,0.0
2023-05-01,LOJA_005,5125333.19,10726854.239999998,5002376.71,-599144.34,10618,818,91,0,584.1303602040815,412.63,5.58546174484049,46.63414453182689,7.703899039367112,0.8570352232058768,0.0
2023-06-01,LOJA_005,4575867.84,9731274.08,4577361.390000001,-578044.8500000001,10028,776,46,0,557.0593050151319,390.855,5.9400736763546185,47.037637131272746,7.738332668528121,0.4587155963302752,0.0
2023-07-01,LOJA_005,5461002.43,11090023.16,5169767.26,-459253.47,11211,675,78,0,561.9073557327259,399.5,4.141140765660944,46.616379293476605,6.020872357506021,0.6957452502006957,0.0
2023-08-01,LOJA_005,5930993.83,12388160.19,5846313.38,-610852.98,11957,869,218,0,589.9933991702742,360.0,4.930941888312795,47.19274928910973,7.267709291628336,1.8231997992807565,0.0
2023-09-01,LOJA_005,5061330.64,10387333.89,4784417.47,-541585.78,10442,731,224,0,576.9659581917413,343.5,5.213905567446816,46.06011052177701,7.000574602566558,2.1451829151503543,0.0
2022-01-01,LOJA_006,5070798.72,9572053.6,4133643.1,-367611.78,12237,516,84,0,463.98861018684414,199.0,3.8404693011748288,43.18449595810872,4.216719784260848,0.6864427555773475,0.0
2022-02-01,LOJA_006,5640364.56,10566453.61,4585881.71,-340207.34,12830,466,99,0,483.7085004852799,199.0,3.2196927423031574,43.40038653706823,3.632112236944661,0.7716289945440374,0.0
2022-03-01,LOJA_006,6009786.28,11231990.04,4704821.98,-517381.78,13485,758,116,0,512.8599088551897,219.0,4.606323351048841,41.8876972223526,5.621060437523174,0.8602150537634409,0.0
2022-04-01,LOJA_006,5379543.17,9642466.19,3877491.45,-385431.57,12443,542,112,0,484.4109520208386,217.0,3.9972301940734094,40.21265279645226,4.355862734067348,0.9001044764124407,0.0
2022-05-01,LOJA_006,5892884.64,10587176.65,4341224.31,-353067.7,13075,534,110,0,498.0426074475719,218.0,3.334861707441143,41.00455157702502,4.084130019120459,0.8413001912045889,0.0
2022-06-01,LOJA_006,5488711.14,10093824.0,4236636.02,-368476.84,12323,521,100,0,496.28774614472127,199.0,3.6505177819625145,41.97255688230743,4.227866590927533,0.8114907084313885,0.0
2022-07-01,LOJA_006,6033440.37,11105371.79,4585661.5600000005,-486269.86,13639,618,132,0,500.7073366100914,212.0,4.378690503976364,41.29228311049639,4.531123982696679,0.9678128895080286,0.0
2022-08-01,LOJA_006,5949148.55,10691967.88,4328795.609999999,-414023.72,13139,579,129,0,506.6219960191082,203.5,3.8722873529620063,40.48642549794116,4.406728061496309,0.9818098789862242,0.0
2022-09-01,LOJA_006,5315887.34,9647290.46,3962098.98,-369304.14,12145,513,121,0,488.75442572214587,196.0,3.828060754791456,41.069552082295246,4.223960477562783,0.9962947715109098,0.0
2022-10-01,LOJA_006,5404166.43,10058809.56,4154794.22,-499848.91,12382,638,130,0,502.72610183923706,210.0,4.969265070766486,41.305029141042816,5.152640930382814,1.0499111613632697,0.0
2022-11-01,LOJA_006,6343320.9,12389345.12,5562641.09,-483383.13,13977,654,134,0,512.399912181941,219.0,3.9016035578803865,44.89858855429157,4.679115690062245,0.9587178936824784,0.0
2022-12-01,LOJA_006,6029641.19,11091357.94,4645372.37,-416344.38,14506,578,95,0,462.807694572085,200.0,3.753772822518791,41.88280997809002,3.9845581138839097,0.6549014201020268,0.0
2023-01-01,LOJA_006,6887233.98,12827515.88,5465386.8100000005,-474895.09,14960,653,119,0,514.5823072621794,214.5,3.702159439462725,42.60674366828381,4.364973262032086,0.7954545454545454,0.0
2023-02-01,LOJA_006,5844089.49,11027125.66,4799786.039999999,-383250.13,13371,503,125,0,483.9399766863537,200.0,3.475521562162012,43.52708210636278,3.761872709595393,0.9348590232592924,0.0
2023-03-01,LOJA_006,7089316.84,13443445.989999998,5774139.31,-579989.84,14764,727,166,0,546.3636589014747,239.0,4.314294418495298,42.95133341774969,4.924139799512328,1.124356542942292,0.0
2023-04-01,LOJA_006,6263942.7,11899301.1,5182803.55,-452554.85,13026,554,153,0,538.5261024695318,220.0,3.803205299175092,43.55552907220744,4.253032396744972,1.174573929064947,0.0
2023-05-01,LOJA_006,6493515.34,12285485.59,5282042.359999999,-509927.8899999999,13653,626,157,0,537.6098280494358,220.0,4.150653112279625,42.99416837295724,4.585072877755804,1.1499304182231012,0.0
2023-06-01,LOJA_006,6398561.03,11940785.68,5048439.26,-493785.39,13940,685,166,0,519.9808691059977,218.9,4.135283918771416,42.278953791590034,4.913916786226686,1.1908177905308464,0.0
2023-07-01,LOJA_006,7097542.24,13177894.64,5673130.369999999,-407222.03,14839,544,153,0,524.9922539349424,219.0,3.0901903613944817,43.050354589874,3.6660152301368014,1.0310667834759757,0.0
2023-08-01,LOJA_006,7345922.39,13999107.06,6074223.52,-578961.1499999999,14882,657,165,0,557.1095634446397,238.9,4.135700566604567,43.3900783383251,4.4147292030641045,1.1087219459750033,0.0
2023-09-01,LOJA_006,6497613.54,12053636.03,5149322.6,-406699.89,13979,483,147,0,511.5822043568464,218.9,3.374084707616644,42.72007705545428,3.455182774161241,1.0515773660490737,0.0
2022-01-01,LOJA_007,12393422.857,15435671.826999996,872625.1399999999,-1808521.68,62234,7144,32,1891,257.79532650208745,179.99,11.716507711938675,5.653301973378371,11.479255712311598,0.0514188385769836,3.038531992158627
2022-02-01,LOJA_007,12049610.4364,13972001.950299997,953538.334,-824566.8899,47489,2763,58,614,287.845488671019,179.99,5.90156580877299,6.824636422123648,5.818189475457474,0.1221335467160816,1.2929309945461054
2022-03-01,LOJA_007,13149375.6084,14657368.585399996,441853.747,-897410.9499999998,49627,2769,244,633,299.8758925408821,199.99,6.122592501998611,3.014550288652252,5.57962399500272,0.4916678421020815,1.2755153444697445
2022-04-01,LOJA_007,18074155.9299,19877957.6869,474346.497,-1134393.3999999997,59722,3238,331,694,340.1067553720032,249.99,5.706790495623147,2.386293926526489,5.42178761595392,0.5542346204078898,1.1620508355379926
2022-05-01,LOJA_007,19541175.9254,22115087.11539999,554373.21,-1698377.61,66680,4621,306,876,342.2808491998775,299.99,7.679723806366212,2.50676475795548,6.93011397720456,0.4589082183563287,1.31373725254949
2022-06-01,LOJA_007,19494833.5808,22470489.6878,960134.657,-1747118.8199999998,68567,4694,300,652,332.64355915938484,279.99,7.775170208901014,4.272869306988401,6.84585879504718,0.4375282570332667,0.9508947452856332
2022-07-01,LOJA_007,18504102.5766,21237409.556699995,1313882.78,-1217465.9800999998,71089,3527,266,592,291.9032674683993,229.99,5.732648216109355,6.186643321503847,4.961386431093418,0.3741788462350012,0.8327589359816568
2022-08-01,LOJA_007,17427233.4542,20002879.124199998,1004400.1,-1417234.6899999997,62737,3922,490,434,320.473251661508,249.99,7.085153498155138,5.021277655899301,6.251494333487416,0.7810383027559494,0.6917767824409838
2022-09-01,LOJA_007,17752799.9928,19999278.612799995,771499.4000000001,-1292767.6499999997,62838,3488,512,610,320.97287767834564,249.99,6.46407140491857,3.857636142466773,5.550781374327636,0.8147935962315797,0.9707501830102804
